desc,tsne_x,tsne_y,desc_clear,target,target_num
Одноэтажный автосервис с синими стенами.  Химки,22.206972,18.744139,одноэтажный автосервис синий стена химки,автосервис,1
Небольшой зоомагазин в светлых тонах.,-20.077692,-10.643776,небольшой зоомагазин светлый тон,none,0
Большой светлый продуктовый рынок. Стационарные точки продаж.,-5.9188676,-10.68194,большой светлый продуктовый рынок стационарный точка продажа,рынок,58
Небольшой продуктовый рынок классического типа.,-7.592439,-19.655458,небольшой продуктовый рынок классический тип,рынок,58
Крупный современный рынок. Отделка выполнена в темных тонах. Включает променадную улицу и зоны кафе.,-18.107965,12.921576,крупный современный рынок отделка выполнять темный тон включать променадный улица зона кафе,рынок,58
"Крупный современный рыночный комплекс, расположенный на 3 этажах.",-8.520778,0.076903485,крупный современный рыночный комплекс располагать 3 этаж,комплекс,32
Небольшой магазин в современном стиле.,-16.016508,3.6652827,небольшой магазин современный стиль,магазин,37
Небольшой магазин в светлых тонах.,-16.464058,0.31336582,небольшой магазин светлый тон,магазин,37
Уютный магазин сладостей.,17.909744,32.361607,уютный магазин сладость,магазин,37
Крупный открытый продуктово-хозяйственный рынок.,-1.5100691,-19.562914,крупный открытый продуктовый хозяйственный рынок,рынок,58
На территории находится пляж  и бассейн.,5.83915,16.19847,территория находиться пляж бассейн,пляж,48
"На территории пляжа оборудованы спортивные площадки для активного отдыха и соревнований. Зона для пляжного волейбола. Зона для игры в футбол. Детская площадка. Батуты, горки и многое другое.",-30.226225,-6.8048315,территория пляж оборудовать спортивный площадка активный отдых соревнование зона пляжный волейбол зона игра футбол детский площадка батут горка многий,пляж,48
"На территории пляжа находится бассейн, беседки , также",5.0775166,15.877767,территория пляж находиться бассейн беседка также,пляж,48
Двухэтажная усадьба в лесной чаще с водоемом. Антикварная мебель и декор.,-8.767873,12.449915,двухэтажный усадьба лесной чаща водоем антикварный мебель декор,усадьба,69
"Витрина, городская среда, большие окна, кирпичное здание.",27.244913,15.221015,витрина городской среда большой окно кирпичный здание,здание,22
"Светлый фасад здания с рустикой. Зеленая придомовая территория. Элементы декора, лепнина на фасадах.",19.93875,13.832095,светлый фасад здание рустика зеленый придомовый территория элемент декор лепнина фасад,здание,22
"Дома в русском стиле, дома из деревянного бруса, аутентичный интерьер, природная тематика,  деревянная мебель внутри. Русская печь.",1.979904,-27.513233,дома русский стиль дом деревянный брус аутентичный интерьер природный тематика деревянный мебель внутри русский печь,дом,18
"Современный жилой комплекс, сдержанная цветовая палитра фасадов, интересная геометрия фасадов, большая площадь остекления, лаконичность.",28.984104,-1.6498841,современный жилой комплекс сдержанный цветовой палитра фасад интересный геометрия фасад большой площадь остекление лаконичность,комплекс,32
Разноцветные грузовые контейнеры.  Москва								  САО,10.186054,3.7102025,разноцветный грузовой контейнер москва сао,none,0
"Эксплуатируемая крыша, панорамный вид, деревянное покрытие пола.",21.375158,-11.056487,эксплуатировать крыша панорамный вид деревянный покрытие пол,крыша,34
Подземные коридоры с высокими сводами.  Москва								  ЦАО,13.363888,-27.344261,подземный коридор высокий свод москва цао,none,0
Ухоженный подьезд типичной московской панельной многоэтажки.  Москва								  ЗАО,-1.865678,26.467731,ухоженный подьезд типичный московский панельный многоэтажка москва зао,none,0
"Автомобильный тоннель, одностороннее движение, изгибы дороги.  Москва								  СЗАО",-27.697525,-3.7889848,автомобильный тоннель односторонний движение изгиб дорога москва сзао,дорога,19
"Классический московский трамвай, чешская ""Татра"" в современной голубой окраске. Современный салон.",-33.59354,-22.261316,классический московский трамвай чешский татра современный голубой окраска современный салон,салон,59
Просторный дом в светлых тонах со своей территорией.  МО,-24.54649,-17.459929,просторный дом светлый тон свой территория мо,дом,18
Небольшая уютная квартира в светлых тонах с яркими акцентами.   Красногорск,-20.224447,-29.57862,небольшой уютный квартира светлый тон яркий акцент красногорск,квартира,27
Большой логистический комплекс. Высокие потолки и частые металлические колонны.   Московская область								  САО,30.627264,3.0597587,большой логистический комплекс высокий потолок частый металлический колонна московский область сао,комплекс,32
"Полуживой завод, полузаброшенная территория, советский антураж, станки 2-й половины ХХ века, контейнеры на территории, большие ангары.  Москва								  СВАО",-3.5259304,1.5254117,полуживой завод полузабросить территория советский антураж станок 2 й половина хх век контейнер территория большой ангара москва свао,none,0
"Завод довоенной постройки, необычные конструктивистские корпуса, цеха в заброшеном состоянии, атмосфера довоенной промзоны, железнодорожные пути и платформы, атмосфера места, в котором ведутся боевые действия.  Москва								  ЮВАО",-4.1613092,-16.429903,завод довоенный постройка необычный конструктивистский корпус цех заброшеный состояние атмосфера довоенный промзона железнодорожный путь платформа атмосфера место который вестись боевой действие москва ювао,промзона,53
Крупный светлый складской комплекс с техническими и производственными помещениями.,-0.98382366,-20.067894,крупный светлый складской комплекс технический производственный помещение,комплекс,32
"Промышленная зона с автомобилями, автосервисом и мойкой.",5.7799125,-21.557217,промышленный зона автомобиль автосервис мойка,автосервис,1
Москва								  ЦАО,49.183838,-19.304422,москва цао,none,0
"Большой заброшенный завод, на котором ещё сохранились старые станки.",5.703533,-6.672013,большой забросить завод который сохраняться старый станок,none,0
"Внутри заводы чисто, сохранился старый ремонт. На территории объекта есть станки.",-16.564781,-11.287899,внутри завод чисто сохраняться старый ремонт территория объект станок,none,0
Современный производственный комплекс с действующим оборудованием.,4.254363,4.736871,современный производственный комплекс действующий оборудование,комплекс,32
московская область,15.192037,-1.6782118,московский область,none,0
"Много комнат, длинных коридоров, подвал.  Москва",-12.047293,3.879799,комната длинный коридор подвал москва,подвал,49
Заброшенное медицинское здание.   Домодедово,-3.3855102,18.386232,забросить медицинский здание домодедово,здание,22
Просторный светлый ангар. Без колонн. Синие стены.  Москва								  ЮАО,12.247607,8.1591425,просторный светлый ангар колонна синий стена москва юао,ангар,2
Помещение свободного назначения.  Глухово,0.34640142,3.7040281,помещение свободный назначение глухово,помещение,51
Помещение свободного назначения (ангар).  МО,25.214958,8.194771,помещение свободный назначение ангар мо,помещение,51
Помещение свободного назначения (ангар) с металлической отделкой.  МО,25.444422,7.914657,помещение свободный назначение ангар металлический отделка мо,помещение,51
Ангар в черно белых тонах.  Москва,9.648507,21.781126,ангар черно белый тон москва,ангар,2
Ангар с гримерной комнатой.  Москва,9.614662,18.436071,ангар гримерный комната москва,ангар,2
Многофункциональный территория с ангаром и различными помещениями. Большая прилетающая территория с водоемом.  Москва,13.99464,12.444456,многофункциональный территория ангар различный помещение большой прилетать территория водоем москва,ангар,2
Ангар 4 этажа с винтовым подъемом.   Москва,9.927781,8.36867,ангар 4 этаж винтовой подъем москва,ангар,2
Квартира с красивым видом в светлы тонах с жёлтыми акцентами.   Москва,-0.64459044,-26.10582,квартира красивый вид светлый тон желтый акцент москва,квартира,27
Светлая квартира в серых тонах с большими окнами.  Москва,33.670444,9.504418,светлый квартира серый тон большой окно москва,квартира,27
"Просторная квартира в дизайнерском стиле с высокими потолками,  большими окнами, длинным коридором и верандой .  Москва",31.92277,8.306436,просторный квартира дизайнерский стиль высокий потолок большой окно длинный коридор веранда москва,квартира,27
Квартира в темно-бежевых тонах с светлой кухней и с рисунком в детской .  Одинцово,-1.7778598,-27.866283,квартира темно-бежевый тон светлый кухня рисунок детский одинцово,квартира,27
Квартира в старинном стиле с цветными стенами и винтажной мебелью.  Москва,18.22369,-27.086218,квартира старинный стиль цветной стена винтажный мебель москва,квартира,27
Студия творчества с разрисованными стенами .  Москва,4.690212,6.111887,студия творчество разрисовывать стена москва,студия,63
Квартира на втором этаже. Светлая квартира с большим балконом .  Москва,-25.864557,-48.99666,квартира второй этаж светлый квартира большой балкон москва,квартира,27
Квартира в дизайнерском стиле со светлыми стенами и стеклянной цветной перегородкой.  Москва,17.265589,19.029959,квартира дизайнерский стиль светлый стена стеклянный цветной перегородка москва,квартира,27
Офис + коворкинг с цветными стенами (5 комнат).  Москва,20.203934,19.249939,офис коворкинг цветной стена 5 комната москва,офис,42
Пентхаус с множеством окон и бассейном.  Москва,9.699496,21.527723,пентхаус множество окно бассейн москва,бассейн,8
Квартира в дизайнерском стиле с темной кухней.  Москва,15.866957,-27.56231,квартира дизайнерский стиль темный кухня москва,квартира,27
Небольшая уютная квартира.  Москва,-9.158256,-38.425938,небольшой уютный квартира москва,квартира,27
Квартира-шоурум в дизайнерском стиле с большой люстрой.  Москва,30.949402,7.5520453,квартира шоурум дизайнерский стиль большой люстра москва,квартира,27
Квартира в советском стиле с небольшой библиотекой .  Москва,-5.9179816,-39.540195,квартира советский стиль небольшой библиотека москва,квартира,27
Небольшая квартира в светлых тонах с гардеробной .  М,-20.201021,-29.65798,небольшой квартира светлый тон гардеробный м,квартира,27
Замок-дом с просторными комнатами в светлых тонах.  МО,-24.681242,-16.940533,замок дом просторный комната светлый тон мо,дом,18
Двухэтажный кирпичный дом с собственной территорией и небольшой детской площадкой. Интерьер в серых тонах.  МО,-23.19497,-17.978495,двухэтажный кирпичный дом собственный территория небольшой детский площадка интерьер серый тон мо,дом,18
Светлый двухэтажный дом со своей территорией и небольшой террасой. Интерьер с деревянной отделкой.  МО,-23.771881,-18.207724,светлый двухэтажный дом свой территория небольшой терраса интерьер деревянный отделка мо,дом,18
"Светлый большой дом. Интерьер в классическом стиле, с большой светлой кухней.  МО",39.318596,6.980032,светлый большой дом интерьер классический стиль большой светлый кухня мо,дом,18
Дом с небольшой сауной и цветными стенами.,-26.740908,5.1803646,дом небольшой сауна цветной стена,дом,18
Большой двухэтажный дом . Интерьер в классическом стиле с цветными стенами.  МО,-25.309345,-18.8865,большой двухэтажный дом интерьер классический стиль цветной стена мо,дом,18
"Дом в классическом стиле, большинство стен в доме с рисунками.  МО",-25.898876,-19.92713,дом классический стиль большинство стена дом рисунок мо,дом,18
Дом с деревянной отделкой.  МО,10.339821,-3.5505238,дом деревянный отделка мо,дом,18
Уютный дом в классическом стиле с цветными стенами.  МО,-25.41022,-18.984606,уютный дом классический стиль цветной стена мо,дом,18
Трехэтажный дом со своей территорией и просторным интерьером.  МО,-24.561945,-17.769855,трехэтажный дом свой территория просторный интерьер мо,дом,18
Новый дом со светлым интерьером.  МО,-23.60476,-17.155407,новый дом светлый интерьер мо,дом,18
"Белый дом со своей территорией, на ней расположены   Москва",9.595064,-1.9390132,белый дом свой территория располагать москва,дом,18
"Просторный особняк в классическом стиле. В интерьере дома: бассейн, камин, просторные комнаты, светлая кухня, гардеробная, большая терраса и винная комната. Большая территория с деревьями,   МО",29.279316,2.822581,просторный особняк классический стиль интерьер дома бассейн камин просторный комната светлый кухня гардеробный большой терраса винный комната большой территория дерево мо,интерьер,23
"Двухэтажный деревянный дом с собственной большой территорией, на ней расположено  Московская область",12.544839,12.546273,двухэтажный деревянный дом собственный большой территория располагать московский область,дом,18
Двухэтажный дом с интерьером в светлых тонах с цветными стенами.  МО,-24.612122,-18.107506,двухэтажный дом интерьер светлый тон цветной стена мо,дом,18
"Отель с интерьером в светло-бежевых - коричневых тонах. В отеле: аква зона (бассейн, джакузи), тренажёрный зал, конференц-зал и банкетный зал.  МО",-26.847,-1.5101109,"отель интерьер светло-бежевый коричневый тон отель аква зона бассейн джакузи ),  тренажерный зал конференц-зал банкетный зал мо",отель,41
"Автобус марки ЛИАЗ в фирменном синем цвете ""Мосгортранс"".  Москва								  СЗАО",-2.33316,-16.26651,автобус марка лиаз фирменный синий цвет мосгортранс москва сзао,none,0
"Автобус ЛИАЗ с ""гармошкой"", в фирменном цвете Мосгортранс.  Москва								  СЗАО",-2.4212916,-16.345722,"автобус лиаз гармошка "",  фирменный цвет мосгортранс москва сзао",none,0
Пассажирские автобусы частного перевозчика. Разные цвета салона и кузова.  Москва,-52.95237,-22.127764,пассажирский автобус частный перевозчик разный цвет салон кузов москва,салон,59
"Длинный извилистый тоннель, три полосы движения.  Москва								  СЗАО",8.089657,2.961282,длинный извилистый тоннель полоса движение москва сзао,none,0
Короткий тоннель со световыми проемами в сводах.  Москва								  СЗАО,8.165977,3.3857834,короткий тоннель световой проем свод москва сзао,none,0
"Автомобильный тоннель, три полосы движения, световые окна  в крыше.  Москва								  САО",8.090369,2.2724657,автомобильный тоннель полоса движение световой окно крыша москва сао,крыша,34
Непродолжительный трехполосный подземный тоннель с желтыми стенами и световыми окнами в крыше.  Москва								  САО,10.026087,2.8256342,непродолжительный трехполосный подземный тоннель желтый стена световой окно крыша москва сао,крыша,34
"Автомобильный тоннель, двухстороннее движение, изгибы дороги.",-28.22874,-3.4314077,автомобильный тоннель двухсторонний движение изгиб дорога,дорога,19
"Автомобильный тоннель, одностороннее движение, изгибы дороги.",-28.230745,-3.4534085,автомобильный тоннель односторонний движение изгиб дорога,дорога,19
елезобетонный ост еку Москву.,6.1966166,19.668375,елезобетонный ост еку москва,none,0
"Мост через реку Москва, железобетонные конструкции, панорамный вид.",-11.187584,4.953048,мост река москва железобетонный конструкция панорамный вид,река,56
"Живописное граффити на колоннах моста, железнодорожные полосы.",3.158357,10.920054,живописный граффити колонна мост железнодорожный полоса,none,0
Подъезд сталинского дома с винтовой лестницей необычной треугольной формы.  Москва								  СЗАО,2.0227973,-24.591356,подъезд сталинский дом винтовой лестница необычный треугольный форма москва сзао,подъезд,50
"Подъезд доходного дома начала XX века. Широкие лестничные пролеты, оригинальные деревянные двери, медальоны с античными сюжетами на стенах.  Москва								  ЦАО",2.929276,-25.930191,подъезд доходный дом начало xx век широкий лестничный пролет оригинальный деревянный дверь медальон античный сюжет стена москва цао,подъезд,50
"Парадная с красивой полукруглой лестницей, большими окнами, светлыми стенами.  Москва								  ЦАО",29.739744,23.540356,парадный красивый полукруглый лестница большой окно светлый стена москва цао,none,0
"Чистый, ухоженный подъезд с винтовой лестницей и шахтой лифта.   Москва								  ЦАО",7.86931,-29.250637,чистый ухоженный подъезд винтовой лестница шахта лифт москва цао,подъезд,50
"Типичный подъезд доходного дома рубежа XIX-XX столетий, метлахская плитка, светлае стены, винтовая лестница и шахта лифта.  Москва								  ЦАО",5.8084826,2.387232,типичный подъезд доходный дом рубеж xix xx столетие метлахский плитка светлай стена винтовой лестница шахта лифт москва цао,подъезд,50
Небольшая уютная лестничная клетка в старом доходном доме.  Москва								  ЦАО,2.149124,-23.878407,небольшой уютный лестничный клетка старый доходный дом москва цао,дом,18
Москва,50.97277,24.444536,москва,none,0
"Эксплуатируемая крыша, в городской застройке, панорамный вид на  красивую набережную и реку, металлическое ограждение. Объект с большой площадью остекления.",22.335533,-10.238355,эксплуатировать крыша городской застройка панорамный вид красивый набережная река металлический ограждение объект большой площадь остекление,крыша,34
"Крыша с панорамой города, Москва река, набережная, вид на Москва Сити.",23.57051,-14.077698,крыша панорама город москва река набережная вид москва сити,крыша,34
"Крыша с красивым видом на город, набережная, Москва река, хороший ракурс комплекса Москва Сити.",23.26701,-15.127687,крыша красивый вид город набережная москва река хороший ракурс комплекс москва сити,крыша,34
"Крыша, панорама города.",21.99804,-17.826706,крыша панорама город,крыша,34
"Крыша в высотном здании, панорама города.",25.068338,-11.9734125,крыша высотный здание панорама город,крыша,34
Крыша с видом на современную городскую застройку.,20.084215,-9.300213,крыша вид современный городской застройка,крыша,34
Крыша  с панорамным видом города.,21.91353,-13.97975,крыша панорамный вид город,крыша,34
Крыша многоэтажного здания с панорамным видом города.,25.141197,-13.742429,крыша многоэтажный здание панорамный вид город,крыша,34
Крыша с панорамным видом на город.,21.898062,-13.851447,крыша панорамный вид город,крыша,34
"Крыша многоэтажного здания, центр города, панорамный вид города.",24.988613,-13.72845,крыша многоэтажный здание центр город панорамный вид город,крыша,34
Крыша высотного здания с панорамным видом города.,24.31253,-12.559299,крыша высотный здание панорамный вид город,крыша,34
"Эксплуатируемая крыша высотного здания, панорамный вид города, большая площадь остекления фасада.",24.312435,-11.031356,эксплуатировать крыша высотный здание панорамный вид город большой площадь остекление фасад,крыша,34
"Крыша высотного здания, панорамный вид города.",24.28343,-12.489475,крыша высотный здание панорамный вид город,крыша,34
"Крыша высотного здания, панорамный вид города.",24.305317,-12.398613,крыша высотный здание панорамный вид город,крыша,34
"Крыша высотного здания, панорамный вид города. Вид на комплекс Москва Сити.",24.035025,-13.448513,крыша высотный здание панорамный вид город вид комплекс москва сити,крыша,34
Разноцветные грузовые контейнеры. Технические проезды и площадки.,-1.5092078,-21.524403,разноцветный грузовой контейнер технический проезд площадка,площадка,46
"Современный жилой комплекс, использована интересная геометрия фасадов, лаконичное цветовое решение фасадов,  внутридворовая рекреационная зона, детская и спортивная площадки.",-10.318076,-2.6538324,современный жилой комплекс использовать интересный геометрия фасад лаконичный цветовой решение фасад внутридворовый рекреационный зона детский спортивный площадка,комплекс,32
Современные детская и спортивная площадки.,-17.769571,-0.6179788,современный детский спортивный площадка,площадка,46
Современные детская и спортивная\r\nплощадки.,-19.845106,-1.9291587,современный детский спортивный r пплощадка,none,0
"Современный жилой комплекс,  ярко выраженная геометрия фасадов, художественные элементы - вставки, большая площадь остекления.",29.031315,-1.597688,современный жилой комплекс ярко выражать геометрия фасад художественный элемент вставка большой площадь остекление,комплекс,32
"Жилой район, комплекс, постройка советского периода, придомовые парковки, рекреационная зона отдыха, детские площадки. Многоэтажные жилые строения. Набережная.",6.6393213,-31.764044,жилой район комплекс постройка советский период придомовый парковка рекреационный зона отдых детский площадка многоэтажный жилой строение набережная,район,55
"Современный жилой комплекс, высотная застройка, фасады в теплой цветовой  гамме, большие окна, многофункциональная рекреационная зона, детские и спортивные площадки, зеленые насаждения. Набережная реки.",-25.155497,0.5698249,современный жилой комплекс высотный застройка фасад теплый цветовой гамма большой окно многофункциональный рекреационный зона детский спортивный площадка зеленый насаждение набережная река,комплекс,32
"Живописная набережная с жилым комплексом, стиль модерн, красивые элементы декора на фасадах, колонны, лестница , вензеля, ковка. Мост через реку.",4.2467117,10.433133,живописный набережная жилой комплекс стиль модерн красивый элемент декор фасад колонна лестница вензель ковка мост река,набережная,39
"Живописная набережная вдоль жилой застройки, многофункциональная зона рекреации, спортивные и детские площадки. Река. Панорамный вид.",-29.396383,-11.7932825,живописный набережная вдоль жилой застройка многофункциональный зона рекреация спортивный детский площадка река панорамный вид,набережная,39
"Комплекс располагается на берегу реки, так же там расположены живописные набережные и искусственный каналы.   МО",6.3003306,-20.49383,комплекс располагаться берег река располагать живописный набережная искусственный канал мо,комплекс,32
"Двор в стиле ранней советской архитектуры, трехэтажные здания, атмосферное пространство, вид на Останкинскую телебашню.",26.284773,-13.100211,двор стиль ранний советский архитектура трехэтажный здание атмосферный пространство вид останкинский телебашня,здание,22
"Атмосферный двор преимущественно двух, трехэтажная жилая застройка, арочный внутридомовой проезд , ворота.",-28.794203,-5.276793,атмосферный двор преимущественно трехэтажный жилой застройка арочный внутридомовый проезд ворота,none,0
"Двор застройки в советском стиле, кирпичная постройка.",-12.1190605,0.6506666,двор застройка советский стиль кирпичный постройка,none,0
"Застройка 18 го века из красного кирпича, атмосферный двор, арочный своды окон.",1.2827892,11.08586,застройка 18 го век красный кирпич атмосферный двор арочный свод окно,none,0
"Двор современного жилого комплекса, остекленная входная группа,  лестница. Жилой комплекс на рельефе.",6.198505,-37.19377,двор современный жилой комплекс остеклять входной группа лестница жилой комплекс рельеф,комплекс,32
"Внутридворовое пространство современного жилого комплекса, рекреация, стоянки для автомобилей, зеленые насаждения.",11.650145,5.231829,внутридворовый пространство современный жилой комплекс рекреация стоянка автомобиль зеленый насаждение,пространство,54
"Придомовая территория, двор, постройка советского периода, арка, парковка, зеленые насаждения, уютный двор.",7.601079,10.649697,придомовый территория двор постройка советский период арка парковка зеленый насаждение уютный двор,парковка,44
"Двор, городская среда, автомобильная открытая парковка. Постройки советского периода.",7.15947,8.354737,двор городской среда автомобильный открытый парковка постройка советский период,парковка,44
"Двор с двухэтажными домами,   Долгопрудный",-16.6602,24.220778,двор двухэтажный дом долгопрудный,дом,18
"Застройка в классическом стиле, использование элементов декора на фасадах, зеленые насаждения в придомовой территории. Детская площадка.",19.400957,13.7868395,застройка классический стиль использование элемент декор фасад зеленый насаждение придомовый территория детский площадка,площадка,46
"Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, балкон над входной группой, пилястры, зеленые насаждения в придомовой территории.",18.749437,12.7596655,застройка классический стиль использование элемент декор фасад лепнина балкон входной группа пилястра зеленый насаждение придомовый территория,none,0
"Застройка в классическом стиле, рустика на фасадах, зеленые насаждения в придомовой территории. Фасад в теплых тонах, использование элементов декора на фасадах, лепнина.",18.523237,13.2957945,застройка классический стиль рустика фасад зеленый насаждение придомовый территория фасад теплый тон использование элемент декор фасад лепнина,none,0
"Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, балкон над входной группой, пилястры, зеленые насаждения в придомовой территории.  Рустика, теплые тона фасадов.",18.592861,12.816495,застройка классический стиль использование элемент декор фасад лепнина балкон входной группа пилястра зеленый насаждение придомовый территория рустика теплый тон фасад,none,0
"Жилое здание в  классическом стиле, использование элементов декора на фасадах, лепнина, рустика, пилястры, зеленые насаждения в придомовой территории. Входная группа оформлена колоннами. Теплая цветовая гамма фасада.",18.88027,12.2087,жилой здание классический стиль использование элемент декор фасад лепнина рустика пилястра зеленый насаждение придомовый территория входной группа оформлять колонна теплый цветовой гамма фасад,здание,22
"Застройка в классическом стиле, использование элементов декора на фасадах, лепнина,  пилястры, зеленые насаждения в придомовой территории.",18.963991,13.369793,застройка классический стиль использование элемент декор фасад лепнина пилястра зеленый насаждение придомовый территория,none,0
"Застройка в классическом стиле, использование элементов декора на фасадах, лепнина, рустика, пилястры, зеленые насаждения в придомовой территории. Фасад решен  в теплых тонах.",18.58399,12.883075,застройка классический стиль использование элемент декор фасад лепнина рустика пилястра зеленый насаждение придомовый территория фасад решать теплый тон,none,0
"Строение в классическом стиле, светлый фасад здания, городская среда.",24.439192,18.203188,строение классический стиль светлый фасад здание городской среда,здание,22
"Атмосферное место, уютная входная группа,  постройка классического стиля из красного кирпича, большие окна, зеленые насаждения, высокие потолки внутри помещения.",31.675571,4.3062963,атмосферный место уютный входной группа постройка классический стиль красный кирпич большой окно зеленый насаждение высокий потолок внутри помещение,помещение,51
